A,B,C
29,28,812
62,19,1178
21,2,42
84825,1,84825
60,91,5460
14,69,966
4,25,100a
92,77,7084
18656,562,10484672
87,35,3045
49,87,4263
81,75,6075
65,25,1625
66,33,2178
74,81,5994
31,5,155
33,26,858
984,494,486096
-21,4894,-102774
67,8,536
84,58,4872
18,494,8892
66,94,6204
63,84,5292
44,31,1364
98,98,9604
25,62,1550
1,798,798
56,40,2240
29,63,1827
23,76,1748
18,97,1746
65,60,3900
5,83,415
76,87,6612
12,26,312
87,62,5394
489,2,978
3,65165,195495
99,90,8910
49,36,1764
25,97,2425
91,81,7371
33,39,1287
39,76,2964
53,98,5194
49849,24,1196376
789,89,70221
17,62,1054
25,24,600
98,2,196
97,25,2425
14,24,336
53,79,4187
93,3,279
24,5,120
59,80,4720
88,14,1232
54,65,3510
15,32,480
32,81,2592
53,75,3975
49,37,1813
2,515,1030
66,56,3696
45,67,3015
72,3,216
54,52,2808
31,80,2480
60,25,1500
-4845,-8445,40916025
21,53,1113
57,53,3021
51,28,1428
39,34,1326
4,13,52
56,33,1848
45,52,2340
39,18,702
40,24,960
39,36,1404
33,87,2871
39,66,2574
62,91,5642
67,58,3886
15,72,1080
9,51,459
36,50,1800
91,19,1729
51,18,918
50,34,1700
2,17,34
7,33,231
66,83,5478
71,41,2911
90,48,4320
202,46,9292
55,67,3685
65,67,4355
78,45,3510
12,86,1032
81,86,6966
18,465615,8381070
94,23,2162
67,5,335
89,26,2314
26,90,2340
489,498,243522
86,19,1634
89,39,3471
32,85,2720
561,17,9537
93,76,7068
90,76,6840
89,73,6497
80,6,480
14,121,1694
53,27,1431
81,73,5913
81,17,1377
79,84,6636
12,52,624
84,51551,4330284
0,94,0
70,80,5600
54,21,1134
16,12,192
16,12,192
851,-1,-851
16,48,768
99,7,693
67,100,6700
82,35,2870
90,31,2790
97,39,3783
4,11,44
854,113,96502
45,955,42975
39,13,507
21,27,567
37,67,2479
15,47,705
12,63,756
5,797,3985
38,80,3040
561,-8445,-4737645
31,91,2821
16,351,5616
59,56,3304
49,32,1568
516516,8,4132128
60,55,3300
76,80,6080
9,848,7632
42,74,3108
90,15,1350
23,61,1403
75,79,5925
91,51,4641
75,12,900
4,4987,19948
1,60,60
48,48,2304
34,10,340
77,39,3003
10,46,460
21,52,1092
38534,21,809214
2,98,196
93,57,5301
49,17,833
76,54,4104
63,79,4977
202,46,9292
40,52,2080
24,21,504
66,65,4290
94,12,1128
77,94,7238
38,93,3534
8,11,88
20,86,1720
16,71,1136
21,73,1533
2,19,38
19,92,1748
30,54,1620
76,30,2280
64,6,384
-45864,6506,-298391184
46,9498,436908
53,71,3763
516,515,12360a
2,91,182
33,49,1617
50,14,700
29,67,1943
53,49,2597
99,4,396
2,39,78
8591,3,25773
62,4,248
89,53,4717
85,21,1785
40,48,1920
100,88,8800
-484,6,-2904
31,17,527
9494,9494,90136036
100,48,4800
93,71,6603
85,83,7055
2,78,156
77,30,2310
83,84,6972
38,58,2204
6,789,4734
43,25,1075
230,185,42550
51,6,306
81,61,4941
25,23,575
45,85,3825
31,50,1550
69,41,2829
44,35,1540
58,62,3596
48,62,2976
25,949,23725
24,80,1920
40,31,1240
6465,9798,63344070
1,984,984
76,72,5472
9,45,405
95,87,8265
5646,7987,45094602
70,23,1610
15,82,1230
17,77,1309
94,77,7238
48,45,2160
21,515,10815
90,43,3870
91,84,7644
52,41,2132
78,93,7254
49,50,2450
70,46,3220
62,51,3162
9,75,675
41,8,328
12,7,84
70,11,770
89,92,8188
61,56,3416
79,70,5530
28,27,756
34,46,1564
44,76,3344
-5616,24,-134784
87,2,174
11,100,1100
26,9,234
49,6,294
89,10,890
97,53,5141
90,30,2700
98,63,6174
60,76,4560
18656,4,74624
6489,2,12978
44,40,1760
45,79,3555
14,651,9114
69,95,6555
24,24,576
3,61,183
42,49,2058
6,41,246
94,80,7520
11,12,132
76,32,2432
45,80,3600
17,14,238
51,63,3213
66,87,5742
37,31,1147
7,88,616
32,3,96
60,62,3720
34,45,1530
2,7,14
40,13,520
73,62,4526
13,50,650
15,2,30
46,11,506
81,62,5022
58,94,5452
9459,9494,89803746
99,13,1287
95,51,4845
55,31,1705
25,10,250
83,83,6889
22,13,286
5916,81684,483242544
91,95,8645
17,34,578
23,81,1863
1,18,18
98,100,9800
849,4981,4228869
18,67,1206
3,651,1953
93,29,2697
37,17,629
82,56,4592
#,28,#VALUE!
2,55,110
4,93,372
45,71,3195
6,88,528
654,949,620646
26,67,1742
2,515,1030
97,649494,63000918
19,73,1387
55,74,4070
48,82,3936
614,556,341384
17,17,289
88,100,8800
272,798,217056
60,31,1860
77,8,616
63,60,3780
5465,489,2672385
65,91,5915
11,39,429
91,17,1547
41,96,3936
3,1,3c
33,38,1254
11,8,88
66,15,990
418,848,354464
14,98,1372
14,73,1022
70,58,4060
64,32,2048
36,30,1080
37,64,2368
34,12,408
72,95,6840
118,48484,5721112
8,75,600
98,44,4312
-48,1651,-79248
93,95,8835
25,61,1525
95,98,9310
26,88,2288
26,89,2314
47,57,2679
22,55,1210
89,82,7298
19,4894,92986
17,46,782
657,451,296307
26,18,468
79,89,7031
97,71,6887
70,79,5530
1,42,42
29,38,1102
7,62,434
14,93,1302
58,34,1972
48,33,1584
71,83,5893
90,50,4500
74,99,7326
54,0,0
57,92,5244
68,17,1156
17,59,1003
55,28,1540
46,67,3082
41,68,2788
36,59,2124
14,28,392
20,92,1840
97,37,3589
36,40,1440
23,87,2001
-151,10,-1510
10,89,890
22,25,550
71,43,3053
98,50,4900
99,789,78111
1,41,41
83,46,3818
40,75,3000
8949,-5,-44745
47,3,141
71,62,4402
41,93,3813
9459,654,6186186
49,5465,267785
9,100,900
70,35,2450
-17,561,-9537
18,4,72
14,4154,58156
55,52,2860
85,3,255
56,86,4816
62,5,310
9489,78,740142
4,62,248
60,13,780
30,54,1620
156,32,4992
71,24,1704
86,3,258
14,17,238
21,465,9765
20,48,960
97,17,1649
615,19,11685
320,51,16320
96,52,4992
65,3,195
47,68,3196
33,34,1122
32,39,1248
90,52,4680
81,57,4617
22,33,726
61,4,244
141,14,1974
72,20,1440
89,70,6230
4,74,296
16,12,192
74,53,3922
99,51,5049
8,24,192
2,20,40
43,18,774
42,47,1974
7,15654,109578
48,66,3168
30,85,2550
11,88,968
57,71,4047
8,21,168
14,515,7210
75,70,5250
40,39,1560
8,76,608
24,46,1104
53,2,106
76,60,4560
8656,84,727104
66,38,2508
47,6,282
47,75,3525
10,15,150
94,60,5640
5,-12,-60
53,19,1007
88,8,704
16,494,7904
651,-8417,-5479467
984,56161,55262424
65,85,5525
29,1,29
79,91,7189
50,23,1150
77,61,4697
75,71,5325
81,66,5346
12,80,960
58,67,3886
48,25,1200
99,88,8712
34,29,986
87,17,1479
80,40,3200
8,58,464
81,27,2187
5,26,130
91,38,3458
24,11,264
949,25,23725
57,12,684
83,17,1411
15,5,75
16,51,816
894,894,799236
49,42,2058
12,29,348
14,24,336
69,18,1242
10,45,450
36,22,792
#,13,#VALUE!
76,43,3268
1,77,77
4984,49,244216
3,24,72
5,61,305
24,74,1776
5,48,240
7,15,105
40,77,3080
12,1,12
61,13,793
47,33,1551
48,3,144
24,65,1560
71,69,4899
49874,11,548614
92,81,7452
50,72,3600
10,29,290
8,37,296
2,81,162
93,9,837
4,73,292
46,41,1886
91,1,91
26,32,832
60,28,1680
12,24,288
35,18,630
6,92,552
51,30,1530
94,2,188
89,97,8633
14,87,1218
9848,98,965104
12,33,396
24,15,360
24,15,360
82,88,7216
45,31,1395
46,66,3036
29,41,1189
11,98,1078
28,41,1148
498,24,11952
61,69,4209
2,15,30
88,89,7832
50,1,50
51,100,5100
12,81,972
86,39,3354
67,79,5293
1,9,9
31,24,744
30,62,1860
69,21,1449
21,76,1596
98,53,5194
67,66,4422
17,76,1292
77,22,1694
48,14,672
34,80,2720
34,66,2244
515,4,2060
93,77,7161
24,5646,135504
84,51,4284
65484,414,27110376
1,454,454
25,,0
8,24,192
89494,24,2147856
9,15,135
25,65,1625
91,2,182
18,24,432
52,75,3900
1,47,47
515,894,460410
44,26,1144
59,18,1062
8,6556,52448
949,979,929071
8498,512,328192a
92,47,4324
47,21,987
10,2123,21230
4,53,212
96,75,7200
54,87,4698
654,4949,3236646
79,27,2133
102,5615,572730
69,90,6210
68,1,68
47,73,3431
9,44,396
64,57,3648
58,19,1102
63,12,756
65,98,6370
77,24,1848
41,70,2870
16,36,576
34,92,3128
7,79,553
21,68,1428
9849,9489,93457161
47,2,94
70,20,1400
54,77,4158
4,-10,-40
56,22,1232
79,15,1185
13,9,117
62,25,1550
42,16,672
50,24,1200
28,82,2296
33,24,792
71,31,2201
22,1,22
65,57,3705
86,34,2924
36,44,1584
6,74,444
46,94,4324
10,16,160
65,74,4810
78,56,4368
5,81,405
26,7,182
63,23,1449
33,62,2046
797,4,3188
43,13,559
84825,1,84825
49,88,4312
45,62,2790
3587,55,197285
5646,27,152442
22,34,748
14,31,434
9849,9489,93457161
26,22,572
86,76,6536
28,89,2492
61,33,2013
0,8,0
55,3,165
5,949,4745
10,9,90
56,14,784
7,95,665
13,45,585
32,91,2912
50,68,3400
98,33,3234
35,80,2800
53443,561,29981523
70,84,5880
4984,651,3244584
12894,-2561,-33021534
81,31,2511
60,168,10080
2,2,4
156,212,33072
62,81,5022
17,15,255
40,51,2040
87,36,3132
100,7,700
1,1,1
18,74,1332
30,65,1950
44,75,3300
3,36,108
14,35,490
25,74,1850
85,6,510
8949,185,1655565
17,4,68
86,79,6794
-843,-8417,7095531
41,11,451
7,52,364
465,7,6d
5,49,245
33,19,627
1,17,17
75,69,5175
24,72,1728
23,1,23
43,72,3096
36,78,2808
43,7,301
26,37,962
11,722,7942
77,3,231
34,60,2040
66,100,6600
51,76,3876
47,19,893
16,76,1216
31,81,2511
49,77,3773
50,78,3900
53,82,4346
7,61,427
98,20,1960
17,17,289
7,26,182
76,91,6916
4,414,1656
5,77,385
798,27,21546
2,548,1096
94,14,1316
39,67,2613
25,45,1125
92,12,1104
84,46,3864
15,92,1380
84894,18,1528092
34,69,2346
0,651,0
5,28,140
489,515,251835
8,64964,519712
78,32,2496
30,79,2370
25,16,400
92,22,2024
30,31,930
27,12,324
56,37,2072
83,18,1494
34,7,238
25,58,1450
83,62,5146
13,14,182
7,15654,109578
66,5,330
64,14,896
24,24,576
89,29,2581
14,12,168
514,7,3598
49,11,539
84,51551,4330284
8,51,408
10,100,1000
24,99,2376
4984,6584,32814656
5,93,465
37,54,1998
73,15,1095
5,61,305
16,494,7904
3,54,162
3,47,141
34,61,2074
13,21,273
98,1,98
1,42,42
24,27,648
9,16,144
31,54,1674
84,89,7476
13,82,1066
23,10,230
26,55,1430
6556,12,78672
58,97,5626
77,12,924
47,97,4559
321,98,31458
64,42,2688
984,9,8856
3,5,15
14,81,1134
5,654,3270
-89,84,-7476
14,65,910
94,18,1692
87,66,5742
98,8,784
10,4,40
99,92,9108
10,21,210
22,85,1870
80,68,5440
35,37,1295
81,18,1458
19,789,14991
12,65,780
67,69,4623
20,98,1960
87,95,8265
70,83,5810
42,3,126
-4845,-8445,40916025
9,49,441
1320,11,14520
76,90,6840
7,82,574
62,79,4898
100,33,3300
25,321,8025
9,98,882
55,96,5280
76,55,4180
92,57,5244
39,79,3081
25,24,600
63,99,6237
6945,56,388920
98,98,9604
21,64,1344
4,71,284
45,41,1845
79,65,5135
82,1,82
16,15,240
37,87,3219
40,89,3560
99,80,7920
10,44,440
20,6,120a
73,28,2044
27,57,1539
81,25,2025
13,30,390
1651,5,8255
33,14,462
43,30,1290
52,47,2444
25,53,1325
1,42,42
27,53,1431
99,93,9207
70,75,5250
68,34,2312
59,73,4307
21,90,1890
-89,84,-7476
10,62,620
44,52,2288
95,28,2660
9,55,495
17,60,1020
29,27,783
99,97,9603
42,37,1554
63,26,1638
9,25,225
60,75,4500
98,22,2156
92,79,7268
5,62,310
37,13,481
56,83,4648
28,8,224
99,85,8415
47,56,2632
97,44,4268
16,20,320
10,37,370
30,13,390
80,60,4800
29,33,957
74,90,6660
13,6,78
24,55,1320
49,34,1666
4,56161,224644
15,62,930
18,91,1638
30,19,570
12,894894,10738728
8,20,160
4,39,156
51,#,#VALUE!
48,1,48
69,33,2277
27,23,621
494,4,1976
50,22,1100
9,39,351
68,30,2040
51,50,2550
10,13,130
-12,#,#VALUE!
21,88,1848
93,73,6789
15,30,450
96,71,6816
24,33,792
44,13,572
23,24,552
651,28,18228
59,37,2183
19,1,19
15,28,420
29,69,2001
38,70,2660
65,72,4680
39,57,2223
10,5,50
63,85,5355
94,20,1880
94,891,83754
16,10,160
95,45,4275
84,10,840
61,15,915
91,68,6188
72,28,2016
96,39,3744
68,58,3944
27,89,2403
65,548,35620
1,72,72
41,7,287
24,15,360
9494,13,123422
88,43,3784
84,19,1596
7,48,336
65,71,4615
80,27,2160
25,40,1000
49,60,2940
65,76,4940
61,46,2806
84,98,8232
20,19,380
38,1,38
8754,55,481470
98,47,4606
9459,9494,89803746
56,15,840
69,53,3657
33,96,3168
87,58,5046
76,29,2204
9,984,8856
20,41,820
14,494,6916
14,94,1316
86,21,1806
68,54,3672
1515,17,25755
33,8,264
41,48,1968
78,25,1950
66,63,4158
54,81,4374
25,32,800
30,94,2820
22,28,616
13,86,1118
72,4,288
22,6,132
84,92,7728
9,40,360
64,28,1792
94,75,7050
85,4,340
-256156,-54,13832424
9,36,324
56,19,1064
21,8,168
73,30,2190
67,23,1541
44,66,2904
55,48,2640
79,31,2449
85,43,3655
69,22,1518
44,11,484
61,28,1708
21,56,1176
16,23,368
984,-9,-8856
93,24,2232
19,77,1463
30,92,2760
4,38,152
25,13,325
13,75,975
91,97,8827
11,14,154
58,38,2204
18,42,756
27,66,1782
7,68,476
6574,651,4279674
82,80,6560
74,35,2590
12,55,660
97,23,2231
16,42,672
85,69,5865
80,19,1520
63,73,4599
90,12,1080
95,96,9120
25,52,1300
77,62,4774
919,49,45031
73,22,1606
67,7,469
23,61,1403
894,20,17880
38,56,2128
15,22,330
15,848,12720
94,44,4136
52,28,1456
49849,24,1196376
14,75,1050
89,5465,486385
12,0,0
11,722,7942
98494,414,40776516
82,57,4674
54,37,1998
28,15,420
18,62,1116
4,414,1656
4,59,236
85,12,1020
71,53,3763
21,74,1554
71,50,3550
26,74,1924
15,65,975
52,1,52
87,83,7221
29,76,2204
17,10,170
74,58,4292
-8445,19,-160455
81,100,8100
4848,16,77568
32,897,28704
7,24,168
78,58,4524
43,21,903
35,95,3325
44,57,2508
22,49,1078
165,14,2310
3,26,78
47,70,3290
35,12,420
14,2,28
-4865,15,-72975
50,74,3700
24,64,1536
38,13,494
37,20,740
76,40,3040
52,44,2288
71,21,1491
5,15,75
40,94,3760
494,9494,4690036
10,1,10
98,61,5978
49,74,3626
78,9489,740142
8,320,2560
1515,17,25755
9,9,81
24,88,2112
3,57,171
86,32,2752
66,95,6270
53,62,3286
68,60,4080
62,41,2542
42,14,588
79,94,7426
21,949,19929
24,561,13464
71,79,5609
44,28,1232
18,6,108
5,8,40
29,42,1218
4654,4,18616
65,99,6435
8,18,144
4,315,1260
64,23,1472
98,31,3038
29,12,348
50,75,3750
22,59,1298
54,18,972
24,17,408
51,80,4080
22,67,1474
9489,78,740142
-151,6489,-979839
66,28,1848
14,38,532
-56545,14,-791630
23,5,115
65,89,5785
21,8,168
83,75,6225
984,7,6888
95,7,665
48,84,4032
37,51,1887
66,3,198
81,46,3726
28,80,2240
3,30,90
76,7,532
0,231,0
-5616,24,-134784
63,46,2898
58,14,812
47,13,611
37,40,1480
9798,498,4879404
,0,0
5,47,235
58,93,5394
165,156,25740
13,8,104
949,20,18980
20,18,360
74,78,5772
35,43,1505
57,38,2166
33,41,1353
42,42,1764
36,84,3024
56,30,1680
64,18,1152
75,98,7350
18,95,1710
1651,5,8255
94,35,3290
9,78,702
894,4,3576
56,47,2632
29,46,1334
33,23,759
1515,17,25755
16,24,384
4,57,228
68,88,5984
6546,61,399306
86,62,5332
93,69,6417
25,1,25
41,56,2296
8,98,784
4,25,100a
40,67,2680
42,72,3024
87,43,3741
12,78,936
89,1,89
9,28,252
6,41,246
87,20,1740
56,54,3024
50,8,400
70,28,1960
24,8585,206040
69,68,4692
44,37,1628
100,22,2200
32,67,2144
11,18,198
98,21,2058
72,43,3096
15,15,225
25,14,350
85,51,4335
45,57,2565
12,82,984
9,41,369
81,42,3402
38,99,3762
3,23,69
4,4,100a
1,54,54
55,46,2530
97,22,2134
55,2,110
651,949,617799
76,27,2052
35,2,70
6,93,558
654,29,667b
47,39,1833
94,43,4042
43,1,43
95,37,3515
16,84,1344
5,1651,8255
6,798,4788
78,23,1794
81,40,3240
29,15,435
5424,1,5424
86,2,172
74,56,4144
14,30,420
55,17,935
13,7,91
87,55,4785
75,17,1275
5,85,425
19,646,12274
78,37,2886
4984,564,8d
68,80,5440
41,2,82
51,64,3264
9,72,648
29,65,1885
-4845,-8445,40916025
79,38,3002
100,6,600
31,74,2294
16,45,720
86,43,3698
18,81,1458
90,67,6030
37,44,1628
86,35,3010
41,1,41
73,72,5256
78,1,78
81,3,243
51515,14,721210
25,798,19950
34,6,204
57,85,4845
14,872242,12211388
15,45,675
24,42,1008
53,32,1696
33,64,2112
96,7,672
73,29,2117
51,36,1836
76,77,5852
70,34,2380
49,494,24206
28,33,924
24,15,360
948,848,803904
93,87,8091
-5616,24,-134784
97,81,7857
478,4848,2317344
18,64,1152
32,23,736
39,46,1794
68,8,544
26,54,1404
29,1,29
88,96,8448
57,6,342
52,37,1924
96,54,5184
57,37,2109
43,40,1720
75,54,4050
51,320,16320
26,1,26
100,90,9000
3,8667,26001
14,2,28
48,64,3072
67,4561,305587
66,25,1650
65,68,4420
5,4984,24920
76,20,1520
66,55,3630
37,41,1517
79,41,3239
16,60,960
70,48,3360
5,24,120
100,5,500
84,88,7392
57,58,3306
98,889,416e
489,8,3912
15,49,735
498,29,667b
61,84,5124
56,80,4480
3,89,267
984,49,48216
33,83,2739
10,84,840
28,5,140
23,34,782
98,41,4018
61,50,3050
95,62,5890
2,5,10
4,181,724
7,25,175
92,36,3312
17,3,51
94,494,46436
94,45,4230
33,53,1749
73,4,292
26,8,208
89,95,8455
2,100,200
94,10,940
5424,654,3547296
92,96,8832
24,71,1704
77,5,385
41,4,164
80,44,3520
63,69,4347
69,42,2898
96,62,5952
29,58,1682
94,84,7896
10,10,100
48,1,48
46,60,2760
3,21,63
3,984,2952
46,30,1380
498,894,445212
498,4894,2437212
65,82,5330
5,9494,47470
498,7,3486
82,34,2788
89,1,89
89,78,6942
90,82,7380
61,25,1525
97,58,5626
18,65,1170
61,39,2379
88,25,2200
18,89,1602
15,1,15
9,21,189
71,56,3976
2,515,1030
58,40,2320
25,949,23725
10,4949,49490
15,498,7470
63,65,4095
9,984,8856
52,32,1664
54,70,3780
60,48,2880
1,76,76
26,96,2496
24,515,12360a
4,9789,100a
49,61,2989
1,23,23
61,89,5429
70,41,2870
86,33,2838
945,165,155925
48,5,240
50,28,1400
51,320,16320
25,289,7225
16,24,384
89,100,8900
45,8,360
51,18,918
6,40,240
36,74,2664
9494,5,47470
62,12,744
50,11,550
22,75,1650
39,84,3276
61,11,671
2,60,120
100,54,5400
5,4656,23280
10,25,250
85,22,1870
72,54,3888
22,3,66
894,465615,416259810
11,57,627
165,272,44880
185,42,7770
5,34,170
36,85,3060
8,6,48
498,4894,2437212
894,984,879696
76,24,1824
67,15,1005
984,1,984
12,25,300
100,64,6400
99,96,9504
11,90,990
7,6464,45248
18,25,450
23,65,1495
22,72,1584
25,24,600
49,90,4410
66,71,4686
39,60,2340
51,88,4488
24,66,1584
22,68,1496
68,10,680
17,86,1462
27,98,2646
58,52,3016
498,564,280872
8,66,528
30,100,3000
90,84,7560
74,2,148
39,82,3198
6556,12,78672
498,2,8d
60,96,5760
39,28,1092
79,68,5372
62,78,4836
59,61,3599
76,79,6004
4895,2,9790
64,19,1216
9,8,72
34,83,2822
94,16,1504
100,93,9300
50,54,2700
67,72,4824
79,78,6162
79,87,6873
74,63,4662
984,5616,5526144
46,17,782
89,15,1335
45,25,1125
90,91,8190
23,27,621
75,77,5775
32,48,1536
57,1,57
53,23,1219
-89,94949,-8450461
64,11,704
31,28,868
72,77,5544
43,43,1849
61,21,1281
89,60,5340
92,64,5888
4865,8494,41323310
3,2,6d
49,21,1029
5,39,195
3,1,3c
76,42,3192
70,97,6790
22,465,10230
87,37,3219
84,89,7476
61,52,3172
75,36,2700
71,78,5538
90,36,3240
7,17,119
38,4,152
21,465,9765
59,93,5487
24,13,312
56,45,2520
72,10,720
55,77,4235
70,100,7000
94,789,74166
16,6,96
54,28,1512
16,889,416e
88,99,8712
8498,2,16996
36,45,1620
984,4,3936
30,59,1770
7,65,455
70,63,4410
9,20,180
39,95,3705
80,76,6080
15,,0
87,87,7569
9,65,585
18,98,1764
84,24,2016
54,74,3996
28,57,1596
74,40,2960
68,96,6528
894,1,894
8,91,728
4894,2,9788
96,13,1248
151,14,2114
984,5616,5526144
29,68,1972
2,548,1096
61,1,61
16,27,432
12,57,684
36,5,180
7,42,294
8519684,-1,-8519684
43,6,258
84,69,5796
92,67,6164
58,31,1798
10,18,180
18,0,0
1516,25,37900
72,51,3672
42,38,1596
75,19,1425
94,29,2726
83,58,4814
89,3,267
0,8754,0
87,76,6612
51,44,2244
28,43,1204
24,4897,667b
69,34,2346
90,21,1890
5,18,90
57,83,4731
45,4,180
54,95,5130
17,24,408
95,80,7600
6516,18,117288
74,64,4736
61,2,122
11,41,451
42,58,2436
39,54,2106
651,32,21c
87,13,1131
8,141,1128
61,92,5612
97,31,3007
22,73,1606
12,6,72
96,6,576
8448,2,16896
36,12,432
12,25,300
26,57,1482
53,60,3180
37,56,2072
35,74,2590
3,17,51
47,14,658
10,4,40
69,6,414
34,72,2448
15,26,390
35,62,2170
78,63,4914
12,12,144
19,51,969
18,50,900
49,98,4802
28,28,784
94,17,1598
31,85,2635
68,61,4148
62,80,4960
4984,25,124600
1,35,35
3,18,54
60,3,180
53,91,4823
71,51,3621
87,69,6003
43,70,3010
44,97,4268
15,114,1710
17,22,374
84,74987,6298908
42,41,1722
69,84,5796
12,81,972
27,90,2430
98,55,5390
99,99,9801
71,100,7100
14,44,616
8,83,664
53,35,1855
66,81,5346
48,9,432
4897,498,2438706
2,62,124
654,4848,3170592
53,99,5247
20,7,140
58,13,754
2,67,134
984,14,13776
41,320,13120
8,30,240
7,50,350
94,72,6768
96,43,4128
94,0,0
1515,17,25755
1,89,89
14,71,994
67,43,2881
35,81,2835
3,94,282
58,63,3654
9,185,1665
61,83,5063
39,51,1989
58,27,1566
64,74,4736
21,2,42
32,48,1536
252,1401,353052
37,10,370
12,494,5928
3,16,48
46,37,1702
949,48,45552
32,48,1536
95,78,7410
67,49,3283
78,74,5772
53,6,318
50,61,3050
83,81,6723
59,32,1888
45,17,765
68,95,6460
11,63,693
28,9,252
30,88,2640
24,6,144
98,789,77322
10,949,9490
77,50,3850
9,27,243
73,59,4307
#,28,#VALUE!
73,60,4380
60,77,4620
71,89,6319
15,79,1185
34,90,3060
56,3,168
5,17,85
89,36,3204
3,75,225
585,564,329940
100,4,400
79,35,2765
15,21,315
28,77,2156
42,2,84
94,48,4512
14,41,574
52,22,1144
58,8,464
38,14,532
63,72,4536
76,74,5624
57,88,5016
98,22,2156
45,38,1710
25,29,725
5684168,-1,-5684168
72,68,4896
32,22,704
15,101,1515
55,89,4895
58,92,5336
94,64894,6100036
849,,0
67,16,1072
13,64,832
494,20,9880
80,11,880
656151,654,429122754
20,33,660
24,68,1632
85,50,4250
81,54,4374
63,9,567
60,88,5280
20,17,340
25,17,425
41,44,1804
91,7,637
86,68,5848
35,46,1610
641,512,328192a
65,17,1105
8,74,592
26,26,676
498,949,472602
21,60,1260
85,8,680
71,8,568
498,,0
98,949,93002
46,51,2346
17,33,561
39,33,1287
30,53,1590
6666,115,766590
24,77,1848
74,95,7030
20,26,520
80,48,3840
71,2,142
79,5,395
6515,548,3570220
53,76,4028
91,69,6279
32,83,2656
18,79,1422
83,89,7387
94,38,3572
62,44,2728
4,165,660
80,26,2080
24,21,504
1,42,42
78,71,5538
44,81,3564
74,11,814
1,58,58
69,25,1725
949,21,19929
94,63,5922
95,6,570
67,57,3819
45,1,45
7,44,308
81,14,1134
57,30,1710
24,16,384
3,8754,26262
10,90,900
23,1,23
94,82,7708
10,93,930
89,98,8722
36,70,2520
15,,0
2,4,8
52,60,3120
29,85,2465
48,25,1200
12,90,1080
85,87,7395
49,31,1519
71,45,3195
68,13,884
83,9,747
15,25,375
11,4,44
0,7,0
984,5646,5555664
4,2,8
30,24,720
654,42,27468
15,48,720
29,93,2697
39,12,468
5465,156,852540
8,15,120
97,73,7081
33,78,2574
7,64,448
56,56,3136
43,90,3870
37,33,1221
84,95,7980
5,2,10
894894,4,3579576
17,512,328192a
25,89,2225
96,93,8928
31,90,2790
43,41,1763
78,10,780
48,5,240
41,71,2911
2,48484,96968
63,76,4788
28,25,700
35,41,1435
798,49,39102
97,46,4462
19,80,1520
40,88,3520
79,40,3160
8,41,328
30,14,420
95,24,2280
71,59,4189
8,34,272
7,498,21c
-5648,21,-118608
83,50,4150
10,67,670
21,72,1512
52,40,2080
2,14,28
42,82,3444
14,15,210
43,48,2064
15,86,1290
67,73,4891
949,272,258128
69,1,69
99,44,4356
21,21,441
65,12,780
60,54,3240
1,561,561
14,88,1232
4,64,256
17,8,136
40,45,1800
56,82,4592
99,26,2574
32,95,3040
90,56,5040
39,41,1599
93,93,8649
89,85,7565
25,48,1200
251561,21,5282781
657,451,296307
3,73,219
75,57,4275
74,22,1628
37,96,3552
1,85,85
97,66,6402
13,42,546
48,4,192
4,98,392
89,46,4094
87,25,2175
26,65,1690
27,39,1053
19,55,1045
25,26,650
2,21,42
48,35,1680
66,86,5676
37,97,3589
26,100,2600
4895,10101,49444395
29,98,2842
17,2,34
23,54,1242
84,33,2772
40,41,1640
79,39,3081
4,80,320
68,56,3808
14,37,518
26,19,494
11,1,11
92,73,6716
45,68,3060
25,984,24600
74,61,4514
81,52,4212
5185,694987,3603507595
4,63,252
52,64,3328
24,20,480
4,17,68
56,20,1120
81,85,6885
15,53,795
77,65,5005
49,89,4361
65,33,2145
100,73,7300
76,38,2888
14,19,266
67,81,5427
35,82,2870
79,79,6241
54,49,2646
24,12,288
26,28,728
19,47,893
87,74,6438
987,-5616,-5542992
62,54,3348
11,31,341
50,51,2550
90,33,2970
500,456,228000
7,18,126
72,19,1368
51,798,40698
75,16,1200
92,37,3404
26,69,1794
14,59,826
41,8,328
57,43,2451
36,77,2772
64,9,576
3,114,342
19,2,38
34,42,1428
8,99,792
18,92,1656
46,6,276
14,24,336
12,24,408b
49,16,784
8494,998,8477012
88,88,7744
12,10,120
30,70,2100
31,63,1953
25,949,23725
12,49,588
12,93,1116
1516,25,37900
44,44,1936
18,45,810
132,12,1584
12,494,5928
34,98,3332
99,789,78111
7,60,420
24,14,336
58,72,4176
38,18,684
59,15,885
83,61,5063
95,79,7505
29,3,87
84,98,8232
17,351,5967
12,0,0
63,40,2520
2,99,198
70,96,6720
88,63,5544
58,15,870
57,72,4104
28,35,980
59,3,177
16,230,3680
-19,949,-18031
60,82,4920
93,7,651
53,70,3710
1,851,851
1,22,22
16,37,592
451,987,445137
5,71,355
51,94,4794
48,30,1440
74,72,5328
7,51,357
58,44,2552
3,98,294
-256156,-54,13832424
96,28,2688
92,19,1748
22,14,308
21,26,546
34,19,646
984,4964,4884576
60,49,2940
6516,15,97740
4,49,196
2,65,130
49,85,4165
31,98,3038
-195616,789,-154341024
29,62,1798
46,98,4508
69,88,6072
64,90,5760
53,56,2968
24,5,120b
81,29,2349
30,38,1140
8949,89,796461
